,age_of_driver,gender,marital_status,safty_rating,annual_income,high_education_ind,address_change_ind,living_status,zip_code,claim_date,claim_day_of_week,accident_site,past_num_of_claims,witness_present_ind,liab_prct,channel,policy_report_filed_ind,claim_est_payout,age_of_vehicle,vehicle_category,vehicle_price,vehicle_color,vehicle_weight
12399,54,M,1.0,97,37283,1,1,Own,15035,9/14/2015,Monday,Local,0,0.0,39,Broker,0,0.0,4,Medium,32919.24208723975,white,18115.19018
9139,46,F,1.0,73,80785,1,0,Own,80025,8/20/2015,Thursday,Local,0,0.0,50,Phone,0,786.73,8,Large,15000.0,black,13813.87843
9324,39,M,1.0,90,96297,1,1,Rent,85066,9/13/2015,Sunday,Local,0,0.0,81,Broker,0,0.0,4,Large,24471.762020207963,other,7820.979609
3073,63,M,1.0,64,119938,1,1,Own,15009,6/16/2016,Thursday,Local,0,0.0,72,Broker,0,0.0,4,Medium,38804.02867908255,white,28147.64624
7375,44,F,1.0,80,36372,0,1,Own,50049,9/11/2015,Friday,Parking Lot,2,0.0,99,Broker,0,4262.68,1,Large,15000.0,black,17568.00232
14404,45,M,1.0,81,102801,1,0,Own,15025,1/18/2015,Sunday,Parking Lot,0,1.0,15,Phone,1,0.0,1,Large,59105.16372247844,other,12993.036
14988,50,M,1.0,70,47902,1,0,Own,15001,6/10/2015,Wednesday,Parking Lot,0,0.0,48,Phone,1,11689.98,7,Large,15000.0,blue,18786.23235
17190,44,F,0.0,86,94148,1,0,Rent,20106,2/24/2016,Wednesday,Parking Lot,8,1.0,30,Phone,0,3819.95,1,Large,15000.0,gray,16616.70515
3875,31,F,0.0,75,84758,1,0,Own,50008,3/3/2015,Tuesday,Parking Lot,7,0.0,88,Phone,0,5697.0,3,Compact,15000.0,white,9028.075792
11845,43,M,1.0,92,37215,1,1,Rent,80022,6/21/2015,Sunday,Parking Lot,0,1.0,100,Phone,1,5174.15,1,Compact,15000.0,white,25702.35669
5222,58,F,1.0,87,64574,1,0,Own,15053,2/5/2016,Friday,Highway,0,0.0,99,Broker,0,0.0,1,Compact,15000.0,gray,14984.6789
12964,34,F,1.0,95,31006,1,0,Own,15015,11/6/2016,Sunday,Parking Lot,6,0.0,91,Broker,1,0.0,8,Large,15000.0,red,29294.77787
809,48,F,1.0,62,75286,1,1,Rent,85069,10/5/2016,Wednesday,Local,0,1.0,3,Broker,1,0.0,1,Medium,52470.40848486169,other,32719.5778
13386,52,F,1.0,76,44172,1,1,Own,20105,8/5/2016,Friday,Parking Lot,0,1.0,43,Broker,1,5840.2,1,Compact,64034.91969678188,white,14961.8073
11421,40,M,1.0,83,116513,0,1,Own,85033,11/17/2015,Tuesday,Highway,0,1.0,82,Online,0,0.0,2,Medium,23351.110341039723,other,40393.23696
17214,31,M,0.0,83,101975,1,1,Rent,85064,1/26/2015,Monday,Local,0,0.0,77,Broker,1,0.0,9,Large,15000.0,white,5318.193812
3306,46,M,0.0,54,38091,0,0,Own,20142,9/10/2015,Thursday,Parking Lot,0,0.0,4,Broker,1,4030.22,1,Medium,15000.0,other,19062.759980000003
2694,24,F,0.0,88,70404,1,0,Rent,15025,8/25/2016,Thursday,Local,12,1.0,45,Online,0,4089.63,1,Medium,67919.29733919568,blue,13895.82694
9914,49,F,1.0,84,48207,1,1,Own,15035,7/4/2015,Saturday,Local,0,0.0,3,Phone,0,0.0,8,Large,15000.0,red,14718.25614
13197,39,M,1.0,81,115706,1,1,Rent,50052,9/5/2015,Saturday,Highway,5,0.0,12,Phone,1,0.0,1,Compact,15000.0,black,7511.257858
1498,34,M,0.0,53,85327,1,1,Rent,85077,5/25/2016,Wednesday,Local,0,0.0,9,Phone,1,0.0,9,Medium,80832.49627447993,gray,44538.10567
5552,35,M,0.0,67,47031,1,1,Own,50054,8/2/2015,Sunday,Local,0,1.0,53,Broker,0,0.0,1,Medium,67371.62931933274,black,17557.72576
16101,40,M,1.0,83,61989,1,0,Own,20113,3/25/2015,Wednesday,Local,0,0.0,97,Phone,0,2532.07,7,Compact,15000.0,gray,14705.07705
2518,41,M,1.0,83,82089,0,1,Own,50020,8/18/2016,Thursday,Parking Lot,0,0.0,100,Broker,1,0.0,1,Medium,15000.0,blue,20008.92698
9521,35,F,1.0,67,104157,1,0,Own,80014,7/7/2015,Tuesday,Parking Lot,0,0.0,51,Phone,0,8449.68,5,Large,41545.695518270295,other,33569.71889
16107,50,F,0.0,65,75371,0,1,Own,85066,8/15/2016,Monday,Parking Lot,11,0.0,78,Broker,0,5070.8,10,Medium,58493.67571513933,black,27161.06208
8534,26,M,1.0,86,79930,1,0,Own,20122,12/12/2016,Monday,Highway,0,1.0,55,Phone,1,0.0,1,Large,46568.92178387544,blue,7844.396773
6912,46,F,0.0,74,58516,1,1,Own,85050,5/17/2016,Tuesday,Local,10,0.0,97,Broker,0,68.68,9,Large,15000.0,other,18927.22208
872,49,M,1.0,85,105074,1,1,Own,20101,12/12/2016,Monday,Parking Lot,0,0.0,35,Phone,1,0.0,8,Compact,36261.257881701225,white,21782.85426
5564,50,M,0.0,94,101838,1,1,Own,20141,1/6/2015,Tuesday,Local,0,1.0,49,Phone,1,2355.3,4,Large,84002.21950483232,other,44737.78119
13498,40,F,1.0,90,86396,1,0,Rent,50003,7/2/2015,Thursday,Local,8,1.0,88,Broker,1,2691.3,1,Compact,65217.27156667721,red,31868.82204
2718,33,F,0.0,86,104933,1,0,Own,15035,6/21/2016,Tuesday,Local,0,1.0,13,Broker,0,0.0,1,Medium,20175.88860459901,blue,10488.23663
5252,51,F,1.0,15,51689,1,1,Own,80102,8/25/2015,Tuesday,Local,1,0.0,50,Broker,1,0.0,7,Compact,35320.961227020736,silver,23441.51253
11649,52,M,1.0,69,41994,1,1,Rent,20151,10/21/2016,Friday,Local,0,0.0,100,Phone,1,2595.56,1,Large,15000.0,gray,11824.50159
7861,26,M,1.0,69,112897,0,1,Rent,15031,3/20/2015,Friday,Parking Lot,5,0.0,99,Online,1,9212.92,7,Compact,20945.76967530231,other,33887.41305
17237,34,M,1.0,89,85974,0,0,Rent,0,8/7/2015,Friday,Local,19,1.0,47,Broker,0,0.0,1,Compact,15000.0,other,6583.348788
9179,51,M,0.0,85,120697,1,0,Own,50011,1/24/2016,Sunday,Local,1,0.0,97,Broker,1,0.0,11,Compact,15000.0,gray,42213.98056
7915,31,M,0.0,73,69360,1,0,Own,85007,2/20/2016,Saturday,Local,0,0.0,19,Broker,0,1778.03,11,Compact,15000.0,other,30508.78108
11048,31,F,1.0,72,50189,0,0,Own,80033,10/7/2015,Wednesday,Local,0,1.0,50,Broker,1,0.0,2,Large,15000.0,black,12330.67104
4463,47,M,1.0,72,112423,1,1,Rent,20164,6/4/2015,Thursday,Local,18,0.0,4,Online,1,0.0,5,Compact,15000.0,silver,8974.038888
8621,44,M,1.0,95,117501,1,1,Rent,20141,6/30/2015,Tuesday,Parking Lot,0,0.0,69,Phone,1,1376.75,8,Medium,15000.0,black,25585.5291
7416,58,M,0.0,78,76550,1,0,Own,20153,12/21/2015,Monday,Highway,0,0.0,66,Phone,1,0.0,1,Compact,15000.0,silver,16469.72754
505,44,M,1.0,62,80917,0,1,Own,50033,5/28/2016,Saturday,Local,2,1.0,2,Broker,1,0.0,1,Large,15000.0,white,17822.97936
3335,55,F,0.0,93,50018,1,1,Own,85072,11/30/2015,Monday,Highway,5,1.0,66,Broker,0,5414.21,6,Large,70424.99249378195,red,29975.28822
6542,40,M,1.0,68,44108,1,1,Rent,20149,6/21/2016,Tuesday,Highway,0,1.0,50,Phone,1,2739.3,1,Compact,54845.45931865255,red,14774.24557
9462,45,F,0.0,42,99910,0,1,Own,20135,3/25/2016,Friday,Local,0,0.0,9,Phone,1,0.0,1,Compact,15000.0,black,13662.14382
10218,42,M,0.0,77,80670,1,1,Own,85006,6/30/2016,Thursday,Parking Lot,0,0.0,99,Phone,0,0.0,6,Medium,15000.0,white,22783.30994
6181,29,F,1.0,61,73269,0,0,Own,50001,5/31/2015,Sunday,Local,4,0.0,64,Broker,0,0.0,1,Compact,23870.70856122333,red,25212.33608
13462,28,M,0.0,65,30743,1,0,Rent,20105,7/24/2016,Sunday,Local,0,0.0,80,Online,1,3792.73,2,Compact,15000.0,black,16515.610940000002
13037,52,M,1.0,86,30185,1,0,Rent,80023,3/25/2015,Wednesday,Local,8,1.0,50,Phone,1,0.0,1,Compact,72498.52465596268,other,21649.17331
17059,27,M,1.0,47,64922,1,1,Rent,80013,2/25/2015,Wednesday,Parking Lot,0,0.0,28,Online,1,0.0,1,Large,48124.18451595879,white,20481.88695
9421,42,F,1.0,79,40449,1,1,Rent,85067,3/25/2015,Wednesday,Local,4,1.0,5,Broker,0,2871.92,12,Compact,54785.61414180029,gray,21326.98565
8964,34,F,1.0,70,67760,0,0,Rent,80033,9/1/2015,Tuesday,Local,16,0.0,6,Broker,0,0.0,3,Medium,71747.46442488166,black,34284.19487
12381,60,M,1.0,72,106432,1,0,Own,50025,3/7/2016,Monday,Local,43,1.0,98,Broker,1,5206.97,4,Compact,15000.0,white,34941.32192
10183,53,M,1.0,50,95018,0,0,Rent,80002,7/24/2016,Sunday,Local,1,0.0,51,Broker,1,0.0,5,Large,40191.81048847104,silver,17923.34425
13393,40,F,1.0,74,107823,1,1,Own,80021,10/12/2016,Wednesday,Parking Lot,0,0.0,50,Broker,1,0.0,1,Medium,15000.0,gray,9379.908168
3856,44,M,0.0,84,33397,0,1,Rent,50014,4/24/2016,Sunday,Parking Lot,16,1.0,51,Broker,1,0.0,1,Compact,15000.0,black,38168.94101
16006,51,M,0.0,36,104215,0,1,Rent,50013,1/16/2016,Saturday,Local,10,1.0,16,Phone,1,1876.43,1,Large,75834.64132294038,silver,37356.85168
8901,47,F,1.0,91,103606,1,1,Rent,85073,4/3/2015,Friday,Highway,9,0.0,50,Broker,1,0.0,1,Compact,15000.0,black,13956.59017
14040,52,F,0.0,78,38094,1,1,Rent,80107,5/3/2016,Tuesday,Parking Lot,0,0.0,96,Phone,0,6093.61,1,Large,39525.63849163713,gray,16646.274269999998
12981,50,M,1.0,87,80030,1,1,Rent,50055,1/22/2015,Thursday,Parking Lot,0,0.0,7,Broker,1,0.0,1,Compact,15000.0,white,14102.05607
13429,28,M,1.0,74,105574,1,1,Rent,15022,12/25/2016,Sunday,Local,0,1.0,50,Online,1,5362.2,1,Large,15000.0,blue,28197.58445
786,31,M,1.0,63,75398,1,1,Rent,50046,6/7/2016,Tuesday,Highway,0,0.0,27,Phone,0,0.0,9,Medium,15000.0,silver,34376.77797
7983,34,F,1.0,84,50493,1,0,Own,85054,8/20/2016,Saturday,Parking Lot,5,0.0,1,Phone,0,3263.27,8,Medium,15000.0,silver,20695.36975
9836,47,F,1.0,71,36469,1,1,Own,50046,2/3/2015,Tuesday,Local,0,1.0,74,Broker,1,0.0,20,Medium,25628.02715948624,red,23624.99481
1797,36,M,1.0,43,80368,1,1,Rent,50021,1/13/2015,Tuesday,Highway,4,0.0,51,Broker,1,0.0,1,Large,32760.27038913581,white,12370.90566
3750,47,M,0.0,66,94943,1,0,Rent,50014,6/26/2015,Friday,Parking Lot,24,1.0,46,Broker,1,459.67,1,Medium,15000.0,gray,18765.69621
11061,33,F,0.0,69,46246,1,1,Rent,85015,6/8/2015,Monday,Parking Lot,1,1.0,44,Broker,1,0.0,1,Compact,15000.0,silver,18746.06246
15891,42,M,1.0,53,101747,0,0,Rent,80037,12/27/2015,Sunday,Local,0,0.0,16,Broker,0,237.06,1,Medium,15000.0,blue,19477.64183
6342,40,F,1.0,71,48558,1,1,Own,80101,12/4/2016,Sunday,Parking Lot,6,0.0,10,Phone,1,0.0,1,Large,15000.0,red,23652.5858
9800,31,M,1.0,47,120748,1,1,Own,50034,5/20/2015,Wednesday,Highway,0,0.0,60,Broker,1,0.0,1,Large,29397.51215481405,other,17142.94359
7382,44,F,1.0,46,104899,1,1,Own,15019,2/19/2016,Friday,Local,0,0.0,14,Broker,1,1067.95,1,Compact,25431.145567565647,white,13347.48027
10447,60,M,1.0,91,73185,0,0,Rent,15035,7/26/2015,Sunday,Parking Lot,0,0.0,26,Phone,1,0.0,13,Large,77810.27131986462,black,18184.89452
9181,46,F,1.0,54,50572,1,0,Rent,80012,7/4/2015,Saturday,Parking Lot,2,0.0,64,Phone,0,0.0,7,Medium,15780.821914694572,red,29028.6765
17411,40,F,1.0,83,48469,0,0,Rent,50051,7/19/2016,Tuesday,Parking Lot,0,,9,Phone,0,1886.3,1,Large,15000.0,black,33543.97429
17408,43,M,1.0,59,122755,1,1,Rent,15009,1/20/2015,Tuesday,Local,2,0.0,0,Broker,1,0.0,1,Medium,64716.92471546506,black,22919.20178
4291,49,M,1.0,91,55072,0,1,Own,85077,1/21/2016,Thursday,Local,0,0.0,4,Broker,1,0.0,1,Compact,15000.0,blue,32819.94446
6441,52,M,1.0,58,94889,1,0,Own,20163,5/18/2015,Monday,Parking Lot,0,0.0,86,Broker,1,0.0,1,Compact,15000.0,red,29611.81509
2033,57,F,1.0,89,62978,0,1,Own,85002,7/2/2015,Thursday,Local,9,0.0,26,Broker,0,0.0,1,Large,23807.3588470461,silver,17836.22333
10599,27,M,1.0,85,52659,0,1,Rent,20129,9/21/2015,Monday,Local,0,0.0,60,Online,0,8100.43,1,Medium,59465.32742399302,other,26245.89136
11968,53,M,0.0,87,107904,1,0,Rent,20156,11/2/2015,Monday,Local,6,0.0,33,Phone,1,5365.89,1,Large,56142.693161154406,blue,45333.59952
14912,43,M,1.0,76,54650,1,0,Own,15021,6/4/2016,Saturday,Local,0,0.0,57,Phone,1,4046.41,1,Medium,15000.0,blue,46335.92947
4466,37,F,1.0,88,96168,1,1,Own,20146,11/24/2016,Thursday,Local,4,0.0,17,Broker,1,6542.6,5,Compact,15000.0,black,38123.60201
13491,43,F,1.0,76,98868,1,1,Rent,20128,12/16/2016,Friday,Parking Lot,9,1.0,91,Phone,1,1181.05,1,Large,15000.0,other,14739.48443
15468,51,M,1.0,71,124334,1,0,Own,80005,1/3/2015,Saturday,Highway,5,0.0,44,Broker,1,0.0,3,Large,64876.74477031928,white,8040.151126000001
2901,46,M,1.0,54,58531,1,1,Rent,15050,10/11/2016,Tuesday,Local,18,0.0,74,Phone,1,0.0,4,Large,63432.08533982968,other,17118.418530000003
1731,53,M,1.0,79,40261,1,1,Rent,80019,3/15/2015,Sunday,Highway,0,0.0,50,Broker,0,0.0,13,Large,68942.73646184565,black,38705.66754
11558,42,F,1.0,86,33004,1,1,Own,80045,8/16/2015,Sunday,Local,3,0.0,85,Broker,1,0.0,4,Compact,69141.34141421616,silver,14012.391269999998
17091,55,F,1.0,57,115725,1,1,Rent,15012,3/25/2016,Friday,Highway,0,0.0,33,Phone,1,3014.27,1,Large,29051.75995011287,gray,15191.24775
10616,43,F,1.0,69,34938,1,1,Own,15015,11/3/2015,Tuesday,Local,0,0.0,13,Phone,0,0.0,1,Compact,39255.36599063189,silver,9931.940143
6945,36,M,1.0,44,93757,1,1,Own,50002,7/31/2015,Friday,Local,1,1.0,81,Broker,0,12491.26,1,Medium,25135.6364949334,gray,17926.153469999997
13943,38,F,0.0,54,123502,1,1,Rent,15019,9/24/2016,Saturday,Highway,0,0.0,93,Broker,1,0.0,1,Large,63286.50780911563,gray,39351.22239
2968,46,F,1.0,66,63106,0,0,Rent,15012,10/27/2016,Thursday,Local,4,1.0,4,Broker,1,751.4,1,Compact,15000.0,gray,27497.068
9971,51,M,0.0,38,77593,1,0,Own,85036,8/14/2016,Sunday,Local,9,1.0,95,Phone,0,5951.5,1,Medium,64941.00540515457,black,15957.287580000002
9349,63,M,1.0,68,46692,1,1,Own,85040,2/14/2016,Sunday,Local,0,0.0,78,Phone,1,0.0,1,Medium,47472.05593767285,black,19718.2894
11215,63,F,0.0,70,119404,1,1,Own,50005,10/2/2016,Sunday,Local,0,0.0,50,Broker,1,0.0,1,Compact,99816.4503653142,black,19674.2087
9383,45,M,1.0,76,69518,0,0,Own,80027,11/14/2015,Saturday,Local,0,0.0,50,Phone,1,0.0,6,Compact,15000.0,blue,8499.324986
4131,34,M,1.0,88,124228,1,0,Rent,50047,11/6/2015,Friday,Parking Lot,7,1.0,18,Broker,0,6363.5,1,Medium,15000.0,white,18770.47315
6025,42,M,1.0,87,64316,1,1,Own,50011,2/14/2015,Saturday,Local,0,0.0,76,Broker,1,0.0,1,Compact,15000.0,gray,11628.37185
10263,57,M,1.0,72,32388,0,1,Own,20156,2/4/2015,Wednesday,Highway,0,0.0,100,Broker,1,1127.46,1,Large,44379.449212748186,black,9309.624656
13250,32,M,1.0,91,116635,1,0,Rent,15050,5/16/2015,Saturday,Local,3,0.0,1,Broker,1,3675.12,1,Compact,31230.8225645108,gray,10382.41186
4884,47,F,0.0,53,41150,1,0,Rent,80014,10/23/2015,Friday,Highway,0,1.0,50,Broker,0,3759.57,1,Medium,67791.6037044748,other,21956.03247
14399,33,M,0.0,45,78772,1,0,Rent,85015,3/20/2016,Sunday,Local,7,0.0,56,Broker,1,0.0,1,Large,83347.37976877912,black,14928.83478
2153,40,M,1.0,76,46823,0,1,Rent,85040,1/26/2015,Monday,Highway,7,0.0,14,Phone,1,0.0,12,Large,15000.0,silver,17940.15055
9276,56,M,0.0,81,67558,0,0,Own,15021,9/15/2016,Thursday,Local,0,0.0,64,Broker,1,0.0,1,Medium,15000.0,red,32592.83118
1012,44,M,0.0,49,42629,1,1,Own,15031,6/16/2015,Tuesday,Parking Lot,3,0.0,35,Broker,1,2868.1,1,Medium,44172.45589996214,other,21551.03498
2061,41,M,0.0,96,66733,1,0,Rent,20156,12/10/2016,Saturday,Parking Lot,0,0.0,33,Online,0,4105.36,1,Compact,15000.0,black,24023.70478
7660,41,M,1.0,71,109499,1,0,Rent,50021,10/31/2016,Monday,Local,7,0.0,0,Broker,0,2419.88,1,Compact,15000.0,white,23375.98381
7013,44,F,1.0,87,60692,0,0,Rent,50021,2/8/2015,Sunday,Highway,3,0.0,49,Broker,0,2896.31,1,Medium,15000.0,gray,16469.79394
13052,57,F,1.0,61,82131,0,0,Own,85027,4/18/2015,Saturday,Local,0,1.0,77,Broker,1,0.0,1,Medium,18849.59771217158,red,20321.43805
15906,79,F,1.0,82,84061,1,1,Rent,80022,5/22/2016,Sunday,Local,0,0.0,2,Broker,1,2059.24,1,Compact,44662.674235424085,blue,22394.71061
11360,33,M,1.0,93,96931,1,0,Own,80014,4/12/2015,Sunday,Highway,2,1.0,41,Online,0,2132.92,1,Compact,15000.0,other,31690.39396
951,72,M,1.0,61,45286,1,1,Rent,85062,12/6/2016,Tuesday,Local,0,0.0,50,Broker,0,0.0,5,Compact,67626.1762894946,white,12114.60238
16979,54,F,1.0,88,48800,0,0,Rent,50021,7/27/2016,Wednesday,Parking Lot,29,0.0,0,Phone,1,4101.3,1,Medium,15000.0,red,8967.536113
15846,41,M,0.0,88,31912,1,1,Own,85077,4/7/2015,Tuesday,Local,4,1.0,99,Phone,1,82.62,1,Compact,15000.0,other,43378.027010000005
14933,99,F,1.0,75,35125,1,1,Rent,20148,10/11/2016,Tuesday,Parking Lot,1,1.0,24,Broker,1,0.0,9,Medium,26164.03551517154,other,23507.14305
11464,41,F,1.0,72,124576,0,1,Rent,80109,5/11/2016,Wednesday,Local,16,0.0,0,Broker,0,0.0,1,Compact,15000.0,gray,25904.11199
611,37,F,0.0,94,63936,1,1,Own,85005,10/9/2015,Friday,Parking Lot,2,0.0,63,Phone,1,0.0,5,Medium,15000.0,red,12251.04881
6914,33,M,1.0,82,44594,1,0,Own,50009,5/4/2015,Monday,Local,3,1.0,92,Online,0,6699.92,2,Compact,49466.112486568265,white,37669.55052
14822,47,F,0.0,83,46440,1,0,Rent,80014,5/22/2015,Friday,Local,0,1.0,42,Broker,0,3831.67,10,Medium,15000.0,gray,14999.783980000002
11618,53,M,1.0,86,107607,1,0,Own,50056,3/12/2015,Thursday,Highway,1,0.0,22,Phone,1,0.0,1,Compact,23003.240516424557,gray,21439.68959
16729,41,F,1.0,69,85321,1,0,Own,15037,6/21/2015,Sunday,Local,0,0.0,99,Broker,1,0.0,1,Medium,28434.15092004396,blue,24808.96125
15766,22,M,1.0,60,36904,1,1,Rent,20104,5/19/2015,Tuesday,Local,13,0.0,1,Phone,0,2926.2,3,Large,15000.0,red,15111.9599
10493,40,M,1.0,63,111947,1,0,Own,15035,8/4/2016,Thursday,Local,1,0.0,2,Broker,0,0.0,1,Compact,15000.0,other,16285.89218
17463,59,M,0.0,60,54142,0,0,Own,85074,12/1/2016,Thursday,Highway,0,1.0,89,Broker,0,0.0,1,Large,15000.0,gray,18876.5292
17621,49,F,0.0,60,67774,1,0,Own,50047,8/2/2016,Tuesday,Parking Lot,8,0.0,17,Phone,1,0.0,1,Compact,15000.0,white,26259.61273
16678,29,M,1.0,76,44723,0,0,Rent,15025,8/2/2016,Tuesday,Local,0,0.0,98,Online,1,4883.3,1,Medium,59550.86717526187,other,30172.03997
2934,44,M,0.0,81,100213,1,0,Rent,50054,4/11/2016,Monday,Local,0,0.0,50,Phone,0,0.0,1,Compact,27487.602415034587,white,57979.97504
9319,48,M,1.0,85,59469,0,1,Own,85018,8/24/2016,Wednesday,Local,0,1.0,20,Phone,0,0.0,5,Large,62874.47352735891,other,17745.1975
2424,28,M,0.0,77,54445,0,1,Rent,80020,3/24/2015,Tuesday,Parking Lot,0,,68,Online,1,6.96,2,Compact,34732.48213578471,silver,14511.946419999998
7295,56,F,1.0,81,90739,1,0,Own,50031,5/19/2016,Thursday,Local,10,1.0,67,Broker,1,0.0,1,Medium,31279.71659444256,white,22952.75611
12633,37,M,0.0,80,115440,1,1,Rent,85009,8/6/2015,Thursday,Local,4,0.0,100,Broker,0,0.0,1,Compact,49809.88315712224,white,12613.7305
6462,40,M,1.0,71,107408,1,0,Own,50056,6/8/2016,Wednesday,Local,10,0.0,99,Broker,1,5812.87,4,Medium,15000.0,silver,10109.67075
4602,36,M,1.0,63,93480,1,0,Own,80006,3/3/2016,Thursday,Parking Lot,0,0.0,99,Broker,0,0.0,1,Medium,68899.46897412979,gray,31111.02991
13478,47,F,1.0,81,80932,1,1,Own,15019,12/8/2016,Thursday,Local,0,1.0,100,Broker,1,4572.49,1,Medium,15000.0,black,18019.2906
17933,47,F,1.0,70,88067,0,0,Own,20134,2/20/2016,Saturday,Parking Lot,12,1.0,95,Broker,0,0.0,5,Compact,15000.0,black,23715.69694
12761,46,F,1.0,53,90406,1,0,Own,80024,4/12/2015,Sunday,Local,16,0.0,11,Phone,1,845.51,6,Medium,15000.0,other,13161.02153
4050,51,M,1.0,71,123347,0,1,Rent,20144,8/3/2016,Wednesday,Parking Lot,5,0.0,40,Broker,0,0.0,1,Large,38923.81164667099,white,23829.95835
13986,48,M,1.0,78,109338,0,0,Own,85070,10/19/2015,Monday,Local,8,1.0,17,Phone,1,112.44,1,Compact,30720.3720639884,silver,22846.12975
7082,48,F,1.0,85,118106,0,1,Own,80101,8/1/2016,Monday,Local,0,1.0,100,Phone,1,0.0,3,Large,40306.21990539883,blue,33555.732410000004
17216,26,M,1.0,78,70675,0,0,Rent,20110,7/18/2015,Saturday,Highway,0,1.0,96,Broker,0,0.0,1,Compact,64194.084618913344,white,27452.47749
16348,64,F,0.0,63,119697,1,1,Own,15025,10/24/2016,Monday,Local,10,0.0,50,Broker,1,7928.54,1,Large,15000.0,silver,32183.831960000003
5868,34,M,1.0,82,75054,1,1,Own,20129,2/29/2016,Monday,Parking Lot,0,0.0,42,Broker,0,0.0,1,Large,16883.121837299015,gray,18359.91068
5043,35,F,0.0,76,108512,1,0,Own,85008,8/24/2016,Wednesday,Parking Lot,0,1.0,100,Phone,0,0.0,6,Large,21136.848470296787,red,45697.96046
5248,41,M,0.0,83,70917,0,1,Own,15009,3/11/2015,Wednesday,Parking Lot,8,0.0,11,Broker,1,5129.29,1,Medium,66156.85601346893,black,26529.13343
2320,60,M,0.0,57,30745,0,1,Rent,85009,7/2/2016,Saturday,Parking Lot,22,0.0,37,Broker,1,6339.34,4,Compact,30244.90973625485,other,17082.31371
5792,52,F,1.0,74,77562,1,0,Own,80101,4/26/2015,Sunday,Parking Lot,14,0.0,45,Phone,1,4154.08,5,Medium,17242.057537825145,silver,41857.8281
12071,36,F,1.0,59,61256,1,0,Rent,15044,5/30/2015,Saturday,Local,0,0.0,78,Broker,0,0.0,15,Medium,15000.0,silver,10357.34221
12270,35,F,1.0,92,39131,0,0,Rent,85036,10/17/2015,Saturday,Parking Lot,5,0.0,15,Broker,1,0.0,6,Medium,15000.0,white,22721.82596
11875,41,M,0.0,60,52046,1,0,Own,85027,10/22/2016,Saturday,Parking Lot,0,0.0,90,Phone,0,0.0,6,Medium,15000.0,black,13685.453980000002
9250,55,F,1.0,67,43181,1,0,Rent,20151,2/24/2015,Tuesday,Parking Lot,0,0.0,49,Broker,0,3982.24,1,Large,15000.0,blue,25296.44532
12298,49,F,0.0,65,71717,1,1,Rent,20152,12/10/2016,Saturday,Local,0,1.0,60,Broker,1,3050.28,1,Medium,31419.70982949005,other,17569.46547
360,50,M,0.0,48,103632,1,0,Own,50005,12/17/2016,Saturday,Local,14,0.0,39,Broker,1,0.0,1,Compact,51482.85921432045,black,16904.43016
13535,52,F,0.0,79,55483,1,1,Rent,85038,12/19/2016,Monday,Parking Lot,15,0.0,50,Phone,0,0.0,4,Compact,24940.138326430657,red,49028.71493
3227,53,M,1.0,81,32570,1,1,Rent,20160,11/19/2016,Saturday,Local,0,1.0,49,Broker,0,3011.74,1,Medium,15000.0,white,38196.80043
17732,48,M,1.0,80,42924,0,1,Own,20124,5/12/2016,Thursday,Local,6,1.0,22,Phone,0,515.41,17,Medium,31195.47594662809,white,36444.555960000005
1044,36,F,1.0,60,48711,1,1,Rent,20102,7/11/2016,Monday,Parking Lot,9,0.0,2,Phone,0,5283.1,9,Compact,67516.86652347632,white,7506.481677
3934,39,F,0.0,77,42337,1,0,Rent,80006,7/20/2016,Wednesday,Parking Lot,0,1.0,15,Online,1,1832.14,16,Large,15000.0,blue,14317.89131
17836,41,F,1.0,72,104006,1,1,Own,85022,2/20/2016,Saturday,Parking Lot,0,0.0,78,Broker,1,2357.76,8,Large,15000.0,silver,33116.57702
8120,43,F,1.0,78,45673,1,1,Rent,15027,6/23/2015,Tuesday,Highway,0,1.0,51,Broker,1,0.0,1,Medium,22820.05983119901,black,14712.28745
8203,60,F,1.0,84,39314,1,1,Own,80104,3/11/2016,Friday,Parking Lot,4,0.0,0,Broker,1,0.0,5,Large,31296.38366967632,black,31134.73229
5188,45,F,1.0,84,41071,0,0,Own,50055,1/16/2015,Friday,Parking Lot,0,0.0,77,Broker,1,0.0,1,Large,25544.88675168707,silver,31881.8016
529,78,M,1.0,67,93940,1,0,Own,50021,7/8/2016,Friday,Parking Lot,4,0.0,48,Broker,1,0.0,1,Medium,47690.36018439212,blue,15374.26256
2730,29,M,0.0,87,89235,1,1,Rent,15021,2/12/2016,Friday,Parking Lot,13,0.0,65,Phone,1,0.0,1,Compact,15000.0,white,38580.75552
2963,68,F,1.0,45,98909,1,1,Rent,80021,10/7/2016,Friday,Local,0,0.0,86,Phone,1,8613.4,9,Compact,15000.0,black,5457.35993
10913,41,F,1.0,74,48361,0,0,Rent,20111,4/10/2015,Friday,Highway,0,0.0,0,Broker,0,0.0,11,Large,33113.00981252083,gray,11697.4505
4138,34,M,1.0,88,39751,1,1,Rent,20144,9/5/2015,Saturday,Highway,0,0.0,43,Broker,1,0.0,1,Compact,15000.0,white,30382.38342
643,49,M,0.0,65,83672,1,0,Rent,15010,5/16/2016,Monday,Parking Lot,4,0.0,84,Broker,0,0.0,15,Large,27757.13198512432,silver,15168.319630000002
